## SC	SiteCatalyst SAINT Import File	v:2.1
## SC	'## SC' indicates a SiteCatalyst pre-process header. Please do not remove these lines.
## SC	D:2018-08-23 11:53:39	A:100041347:103
Key	Buscador SEM	Red SEM	Campana SEM	Grupo de avisos SEM	Keywords SEM

